"REF_DATE","GEO","DGUID","Percent","Gender (3a)","Age (15A)","First official language spoken (5)","Immigrant and generation status (9)","Visible minority (15)","Highest certificate, diploma or degree (7A)","Census year (4)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.2.4.3","27.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.2.5.3","31.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.2.6.3","19.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Total visible minority population","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.2.7.3","11.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.3.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.3.2.3","18.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.3.3.3","25.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.3.4.3","23.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.3.5.3","32.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.3.6.3","17.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","South Asian","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.3.7.3","14.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.4.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.4.2.3","18.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.4.3.3","23.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.4.4.3","21.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.4.5.3","36.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.4.6.3","23.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Chinese","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.4.7.3","12.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.5.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.5.2.3","19.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.5.3.3","26.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.5.4.3","35.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.5.5.3","18.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.5.6.3","11.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Black","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.5.7.3","7.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.6.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.6.2.3","10.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.6.3.3","21.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.6.4.3","34.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.6.5.3","34.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.6.6.3","26.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Filipino","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.6.7.3","8.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.7.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.7.2.3","14.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.7.3.3","20.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.7.4.3","26.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.7.5.3","38.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.7.6.3","22.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Arab","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.7.7.3","15.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.8.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.8.2.3","18.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.8.3.3","26.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.8.4.3","31.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.8.5.3","23.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.8.6.3","13.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Latin American","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.8.7.3","10.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.9.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.9.2.3","27.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.9.3.3","26.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.9.4.3","24.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.9.5.3","21.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.9.6.3","14.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Southeast Asian","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.9.7.3","7.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.10.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.10.2.3","16.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.10.3.3","23.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.10.4.3","22.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.10.5.3","37.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.10.6.3","20.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","West Asian","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.10.7.3","17.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.11.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.11.2.3","9.2","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.11.3.3","25.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.11.4.3","21.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.11.5.3","43.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.11.6.3","29.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Korean","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.11.7.3","14.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.12.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.12.2.3","10.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.12.3.3","23.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.12.4.3","31.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.12.5.3","34.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.12.6.3","24.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Japanese","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.12.7.3","10.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.13.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.13.2.3","19.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.13.3.3","29.1","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.13.4.3","34.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.13.5.3","17.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.13.6.3","10.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Visible minority, n.i.e.","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.13.7.3","6.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.14.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.14.2.3","19.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.14.3.3","24.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.14.4.3","27.4","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.14.5.3","28.3","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.14.6.3","18.5","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Multiple visible minorities","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.14.7.3","9.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Total - Highest certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.15.1.3","100.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","No certificate, diploma or degree","2011","","0","units","0","","1.1.1.1.1.1.15.2.3","20.7","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","High (secondary) school diploma or equivalency certificate","2011","","0","units","0","","1.1.1.1.1.1.15.3.3","25.8","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Postsecondary certificate or diploma below bachelor level","2011","","0","units","0","","1.1.1.1.1.1.15.4.3","34.9","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Bachelor’s degree or higher","2011","","0","units","0","","1.1.1.1.1.1.15.5.3","18.6","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","Bachelor's degree","2011","","0","units","0","","1.1.1.1.1.1.15.6.3","12.0","","","","1"
"2021","Canada","2021A000011124","Percent","Total - Gender","Total - Age","Total - First official language spoken","Total – Immigrant and generation status","Not a visible minority","University certificate, diploma or degree above bachelor level","2011","","0","units","0","","1.1.1.1.1.1.15.7.3","6.6","","","","1"


